France,English
coulter,cutter
marceau,Marceau
redskins,Redskins
empoche,pocket
parisiens,Parisians
rhubarbe,rhubarb
compétitive,competitive
croquet,croquet
soong,soong
intercepte,intercept
parcourant,browser
dét,detaine
misha,misha
abasourdi,stunned
stressés,stressed
minami,minami
fournissez,provide
zeuthen,Zeuthen
darrow,darrow
décideront,will decide
shirt,shirt
harlow,harlow
pena,pena
étendard,standard
maitland,maitland
baladait,wandered
j-j',not a word'
leavenworth,Leavenworth
signifie-t-il,he means
sauvagerie,savagery
remettront,will put back
admettra,will admit
ronaldo,Ronaldo
empêchés,prevented
mobylette,moped
nécessitent,require
psaume,psalm
postiche,hairpiece
non-retour,no comeback
mélangées,mixed
ricains,ricans
étonnés,amazed
lubrique,lubric
licences,licenses
thaïlandais,Thai
épineux,thorny
marlboro,marlboro
reprendront,will resume
embêterai,will show
intrigant,intriguing
dorsey,Dorsey
dust,dust
détectent,detect
enjouée,playful
contrôlera,will control
molotov,molotov
disparaîtrait,would disappear
boat,boat
menotte,handcuff
assommant,boring
plancton,plankton
tilt,tilt
inattendues,unexpected
vogler,save
cravache,whip
noonan,Noonan
dièse,sharp
ignorés,ignored
bolognaise,Bolognese
détrompe-toi,Think again
braver,brave
déporté,deportee
daedalus,daedalus
sonate,sonata
dispersées,scattered
demi-finale,semi final
maraudeur,marauder
suzette,suzette
raffinés,refined
intéret,interest
relèvera,will noted
courriels,emails
constructive,constructive
règlera,will rule
explosives,explosive
sauverais,save
chamboulée,upset
sabina,sabina
loufoque,crazy
aberdeen,Aberdeen
third,Third
partons-nous,Let's start
eaton,Eaton
appréciés,appreciated
régis,governed
fouillis,jam
partageaient,shared
orthodoxes,orthodox
proclamer,proclaim
bambous,bamboos
bonner,dodge
irriter,irritate
ahjumma,ahjumma
partants,run -ups
correctionnel,correctional
enfermes,enclosed
couronnée,crowned
culminant,culminating
dînera,will dine
kif,kif
orville,orville
sécurisées,secure
gravitation,gravitation
bayon,Bayon
ferrer,shift
evening,event
sansa,Sansa
frise,curly
précepteur,tutor
neck,trap
christelle,Christelle
villas,villas
détrompez-vous,think again
répétant,repeating
flemmard,lazy
raydor,raydor
bettina,bettina
shoes,shoes
démodée,outburst
demande-toi,ask yourself
frey,frey
parentaux,parental
sentimentaux,sentimental
marierais,Marierais
liposuccion,liposuction
fornication,fornication
consistant,consistent
ozzie,ozzie
sais.,know.
pompiste,gas station attendant
maltraités,abused
côtoie,rubbish
suicident,suicide
mériterais,deserves
résistes,resistant
lisez-vous,do you read
triomphé,triumph
androïdes,androids
reconnaissait,recognized
sucrerie,sugar factory
municipales,municipal
ouaf,ouaf
optiques,optics
rafferty,ruffy
efféminé,effeminate
aboient,bark
redoublé,redoubled
kristy,Kristy
truffé,truffle
pharaons,pharaohs
classifié,classified
vingt-huit,twenty eight
bruissement,rustling
tarlouze,Tarlouze
gaia,Gaia
palo,palo
jeffers,Jeffers
turbulence,turbulence
accueillante,welcoming
prestations,services
buissonnière,bushy
guigne,puff
crescent,crescent
ang,Ang
partagerons,will share
fist,fist
croyions,believer
morehouse,morehouse
yup,yup
apercevra,will see
juju,juju
hines,hines
efforcer,strive
accroît,increase
sumo,sumo
quest-ce,What is that
tanabe,tanabe
vod,vod
aryenne,Aryan
pornographique,pornographic
cryptés,encrypted
avalée,swallowed
marple,marple
surveille-les,Watch them
exaspérant,exasperating
coachs,coaches
éprouvais,tired
revoyais,Revoyais
kilt,kilt
augmentant,increasing
forcerai,will force
initiée,initiate
appa,appear
andrés,Andrés
philosophale,philosopher
beef,beef
quest,quest
kromaggs,kromaggs
catwoman,catwoman
embouti,stamped
infirmes,infirm
dévisage,stiffening
assistez,Assist
repoussez,Plush
peanut,peanut
convenances,convenience
tal,tal
bragg,braggg
individualité,individuality
épluche,peel
écusson,badge
expliques-tu,Do you explain
verrue,wart
littoral,littoral
oncologue,oncologist
honoraire,honorary
hématocrite,hematocrit
centré,center
lle,lle
rejeton,offspring
arch,arch
zoltan,zoltan
phi,phi
croisades,crusades
arrangez-vous,Arrange
agnew,agnew
soudure,welding
anatoly,Anatoly
crampons,crampons
raspoutine,raspoutine
bas-côté,aisle
vp,VP
muppets,mupets
fourreau,scabbard
potus,potus
crustacés,shellfish
bookmakers,bookmakers
agonise,stagger
hirsch,hirsch
banqueroute,bankruptcy
joute,joust
retirerai,will withdraw
pina,pina
waits,waits
montrerons,will show
traqués,hunted
chopez-le,mug it
snart,snart
tyrannique,tyrannical
révélera,will reveal
audi,Audi
imprégné,impregnated
anu,anu
series-megaupload.over-blog.net,series-megaupload.over-blog.net
guardian,Guardian
republic,republic
fairview,fairview
bercer,rocker
dégainé,drawn
dominicaine,Dominican
juno,juno
cargos,cargo
ruinerait,would ruin
comptine,nursery rhyme
dépêches-toi,hurry up
consens,consensus
andes,Andes
footballeurs,footballers
desserrer,to loosen
convoité,coveted
figée,frozen
soumet,subject
emmenées,taken
kroll,kroll
fretin,fry
qn,take
hotline,hotline
guérilleros,guerrillas
danni,danni
croate,Croatian
selby,Selby
consentants,consenting
obstétricien,obstetrician
réaliseras,will realize
refermée,closed
6h00,6:00
doublée,doubled
bronzée,tanned
jalapao,jalapao
butterfly,Butterfly
finally,finally
crématorium,crematorium
nic,nic
tacoma,tacoma
reconnaissons,recognize
seasons,Seasons
aéroportée,airborne
drainage,drainage
cassons-nous,let's break
écologie,ecology
gellar,gellar
finition,finishing
asha,asha
auras-tu,will you have
nisha,nisha
bloods,Bloods
remue-ménage,stirring
smalls,Smalls
criblé,screen
bran,bran
23h30,11:30 p.m.
guzman,Guzman
souriais,smiled
fiscales,tax
vane,vane
proclamation,proclamation
uzi,uzi
incantations,incantations
mikado,mikado
levin,wine
réchauffera,will warm up
23ème,23rd
bent,bent
prout,fart
isolant,insulating
placebo,placebo
importune,unwelcome
gamble,gamble
archaïque,archaic
majorettes,majorettes
balançant,swinging
gutierrez,Gutierrez
incohérent,incoherent
teintées,tinged
acculé,cornered
padawan,Padawan
rencontrerais,would meet
marni,marni
lyne,Lyne
callum,callum
rise,rise
crottin,rod
thérapeutes,therapists
vice-présidence,vice-president
bûcherons,lumberjacks
malek,malek
supprimés,deleted
paola,Paola
sauvez-le,Save it
promettait,promised
pétillant,sparkling
lonesome,loneoma
investie,invested
nyu,nyu
avortements,abortions
référendum,referendum
éclatés,burst
reza,reza
conté,tale
parlais-tu,Are you talking about
fouines,foul
affrontez,face
incas,incons
enrayer,stem
héparine,heparin
imparable,unstoppable
envole-toi,fly
liquidités,liquidity
copperfield,copperfield
répétés,repeated
tapas,tapas
emmerdent,annoy
jacoby,jacoby
mullen,mullen
cds,CDS
mordez,bite
finlay,Finlay
obsessions,obsessions
éloignait,far away
peche,sin
deeds,deeds
refusaient,refused
insuffisante,insufficient
antiterroriste,anti -terrorist
chester',Chester '
foo,foo
arriviste,arrivist
minéral,mineral
est-c',is it
animales,animal
maille,knit
balaye,scan
protègerai,will protect
votera,will vote
deuce,deuce
amore,amore
dévorée,devoured
savoir-vivre,good manner
taki,taki
prometheus,Prometheus
piercings,piercings
lula,lula
dotés,endowed
largues,Largues
remplisse,fill
concordent,agree
remettes,recupects
guns,guns
marek,pond
espères-tu,Do you hope
aviser,notify
flash-back,flashback
immaculé,immaculate
renfield,Renfield
sade,sade
dramaturge,playwright
démasquée,unmasked
albertine,Albertine
signiez,sign
croco,crocodile
triangles,triangles
septicémie,septicemia
sheba,Sheba
wolowitz,wolowitz
dubaku,dubaku
stahl,stahl
vassal,vassal
héroine,heroin
acronyme,acronym
découvrais,discovered
vases,vases
emmerdant,annoying
levais,raised
teach,teach
moro,moro
judge,judge
anchorage,anchorage
testais,Testais
costas,Costas
gervais,Gervais
sartre,Sartre
ruskin,ruskin
sers-t',SERS-T '
icare,Icarus
roulements,bearings
amar,Amar
frustrations,frustrations
végétale,vegetable
garçonnière,boyish
devance,ahead of
father,fat
coopères,cooperation
tribunes,stands
language,language
redmond,redmond
kamp,kamp
pertinemment,relevant
cheeta,cheeta
dodu,plump
ilona,ilona
débarrassons-nous,let's get rid of
shimizu,shimizu
bettie,bettie
emballons,packs
commonwealth,Commonwealth
bic,bic
ébruiter,burn
egyptiens,Egyptians
chient,shit
fracasse,shattering
ouvriras,Ouvrira
couperais,Cutting
retirait,withdrew
aises,ease
goering,goaring
auréole,aureole
garnett,Garnett
asystolie,asystolia
vésuve,Mount Vesuvius
interpellé,arrested
élance,outlaw
zeste,zest
pourra-t-on,Will we be able to
recontacterai,will contact
déverser,pour
déguerpissez,stubble
contourné,bypassed
lyme,Lyme
hanover,haanover
sous-secrétaire,under-secretary
voyance,fortune telling
marges,margins
cot,cot
présumés,presumed
renouvelle,renewal
fréres,brothers
vibrant,vibrant
munson,munson
belize,belize
laché,cowardly
dumas,dumas
estomacs,stomach
affirmations,affirmations
récupérons,Retrop
laïus,laïus
rémunéré,paid
codex,codex
louent,praise
yuma,yuma
oye,oye
pollack,pollack
babiole,bauble
tio,tio
espionnez,spy
burrell,burrell
réussirais,would succeed
pisté,track
qui-vive,who lives
bassins,basins
rougit,blushes
passe-t-ii,do it pass
obtenues,obtained
brenna,Brenna
détériore,deteriorated
garages,garages
inopportun,inappropriate
habilitation,authorization
mireille,mireille
cagibi,cagibi
payerez,will pay
miniben314,miniben314
vulcaine,vulcan
matte,matte
passez-la-moi,pass me
kearns,kearns
carry,carry
emmerdez,bother
construirai,will build
planes,planes
a-tu,have you
nooon,nooon
refaite,redone
cigales,cicadas
condamnées,condemned
deering,deering
récurer,scour
chiasse,chiass
cordero,CORDERO
treizième,thirteenth
zi,zi
ponctuelle,punctual
hubot,hobot
nominations,nominations
caribou,caribou
ems,EMS
nanna,nanna
gordy,gordy
tough,tough
birds,sneakers
éjaculation,ejaculation
hypotension,hypotension
transformait,transformed
jardiner,garden
éjecte,eject
habiles,skillful
pulsation,pulsation
recyclé,recycled
klux,klux
aiions-y,Air
bois-le,wood
carabiniers,riflemen
suspectée,suspected
stresses,stresses
imaginables,imaginable
escalator,escalator
huées,hoots
délier,dislocate
accosté,accosted
reprendrais,would resume
doublés,lined
djinn,djinn
insensibles,insensitive
cerisiers,cherry trees
soit-elle,be it
tarmac,tarmac
décideras,will decide
fuyard,fugitive
snowboard,snowboard
risquerai,will risk
cohésion,cohesion
vhs,VHS
congédier,dismiss
décomposé,decomposed
combattait,fought
souverains,Kings
écoutez-vous,listen
tug,tug
déjeunes,lunch
hack,hack
ryûzaki,Ryûzaki
invulnérable,invulnerable
merritt,Merritt
takada,takada
londonien,Londoner
accrue,increased
violait,raped
menaient,led
versements,payments
bracken,bracken
distribuent,distribute
pussy,pussy
surmené,overworked
pipelette,pipelette
réadaptation,rehabilitation
altération,alteration
assoiffée,thirsty
montrées,shown
breck,breck
metres,meters
waow,waow
magistral,masterful
spermatozoïdes,sperm
acquisitions,acquisitions
éduqués,educated
psyché,psyche
santi,santi
troublés,troubled
rassemblons,let's get together
aiko,aiko
ramse,ramse
kitsch,kitsch
cassio,Cassio
incendiaires,inflammatory
soupape,valve
vacance,holiday
affliction,affliction
faucheur,reaper
nomment,name
sirius,sirius
déchargez,discharge
piqure,sting
indiquez,indicate
bombardée,bombed
fife,fife
montague,Montague
radioactives,radioactive
mozzarella,Mozzarella
briseuse,breaker
glissez,slide
oedipe,Oedipus
attitudes,attitudes
brèches,breaches
cheyennes,cheyennes
lendemains,tomorrow
intriguée,intrigued
nairobi,nairobi
démesuré,disproportionate
draguais,draguais
omelettes,omelet
courge,squash
testes,tests
plaisantin,joke
fatma,fatma
maquerelle,mackerel
schindler,schindler
rebellion,rebellion
gisait,lying
indiquera,will indicate
définissez,define
acajou,mahogany
eloise,Eloise
néons,neon
oreste,oreste
copeaux,shavings
antipathique,antipathetic
gran,gran
heritage,legacy
suis-nous,follow us
bryson,Bryson
affluent,tributary
osseux,bony
rodolphe,rodolphe
calamity,calamity
nymphomane,nymphomaniac
ligues,leagues
renseignés,informed
indiscutable,indisputable
machos,machos
broutille,trifle
parme,parma
envoie-la,Send it
nostradamus,Nostradamus
neurologie,neurology
améliorés,improved
affamer,starve
flirtais,flirt
pruneau,prune
stroud,stroud
mikaelson,mikaelson
coursiers,couriers
goodbye,good-bye
oy,oy
démerder,dismember
révolter,revolt
autocar,coach
réprimande,reprimand
compost,compost
luxembourg,Luxembourg
winona,winona
corona,corona
ludlow,ludlow
prêtez-moi,Lend me
détenteur,holder
chuny,chuny
astral,astral
éthanol,ethanol
synthétiser,synthesize
déboule,tumble
clemens,clemens
rases,shaved
districts,district
nagato,nagato
almanach,almanac
bavière,Bavaria
réduisant,reducing
surdoué,gifted
baraques,barracks
catapulte,catapult
rétablit,recovery
bunty,Bunty
réessaye,tried
punjabi,punjabi
infestée,infested
attirées,attracted
soupé,soup
virgin,virgin
ligament,ligament
douvres,Dover
cordons,cord
relou,rewarmy
jurée,juror
microscopiques,microscopic
héritera,will inherit
radins,radins
satanées,satanous
july,July
érotisme,eroticism
sauterai,will jump
spanky,spanky
métèque,metic
keo,keo
carmélide,carmelide
plunkett,plunkett
brindilles,twigs
initialement,initially
bourge,bourge
cadmus,cadmus
b613,B613
lia,lia
canasson,nag
dg,DG
prononcés,pronounced
geraldo,geraldo
io,io
langford,langford
viendras-tu,Will you come
inonde,flooded
monstruosité,monstrosity
ingérence,interference
manipulations,manipulation
sauvais,saved
répéte,say again
tiercé,tiercé
apprecie,appraisal
arriéré,back
rochefort,Rochefort
dmitry,dmitry
apart,apart
costards,suits
paysagiste,landscaper
faa,FAA
changez-vous,change
obscénités,obscenities
hoche,nod
globalement,globally
hospitalisation,hospitalization
hallucinogène,hallucinogenic
rappelés,recalled
dory,Dory
tirade,tirade
aline,Aline
barbade,barbade
galon,braid
prévoyais,planned
rajeunis,rejuvenated
tacite,tacit
déposées,deposited
ont-il,he have
maton,maton
decision,decision
veinards,veinard
play-boy,playboy
gagneront,will win
exhibition,exhibition
saturé,saturated
nordique,Nordic
niels,niels
fuselage,fuselage
salarié,employee
fourmilière,anthill
ln,ln
délibérée,deliberate
lache-moi,Let go of me
safran,saffron
forgée,forged
traçage,tracing
astronomique,astronomical
ramen,ramen
étalons,stalls
escortes,escorts
mojitos,mojitos
parton,parton
stand-by,stand-by
propulsé,propelled
comateux,comatose
contentent,happy
pitre,clown
maskell,maskell
empressement,eagerness
déterminera,will determine
introspection,introspection
repèrent,mark
arrimage,stowage
goinfrer,goinfress
mange-le,eat it
évapore,evaporate
scarabées,scarab
passeraient,would pass
souhaiterai,would like
boon,boon
vautrer,handle
ayako,ayako
destroyers,destroyers
retourneront,will return
subspatial,subsepatial
combi,combi
altère,alter
déontologie,deontology
tris,sorty
anaphylactique,anaphylactic
beh,beh
schtroumpfette,Smurfette
bajoran,bajoran
délibérer,deliberate
inhabitée,uninhabited
arraches,snatch
judaïsme,Judaism
diya,diya
représentés,represented
téquila,tequila
partagiez,share
indirectes,indirect
marlène,marlene
masao,Masao
réussissons,Let's succeed
insurmontable,insurmountable
ponch,ponch
ultimate,ultimate
khanna,khanna
pubis,pubis
normand,Norman
dédé,Dédé
diagonale,diagonal
incidence,impact
transcriptions,transcription
méticuleusement,meticulously
snowden,snowen
someday,someday
contre-attaquer,counter-attack
both,booth
avaries,damage
rodrigue,rodrigue
erinn,Erinn
galaxy,galaxy
dressés,erect
la,the
fiche-lui,plunge
nils,nils
microsoft,microsoft
ikari,Ikari
nord-coréens,North Koreans
exécutifs,executive
reveille,wake up
hippocampe,hippocampus
most,Most
immondes,filthy
reconnaîtras,will recognize
volontariat,volunteer
pee-wee,pee-wee
remboursée,refunded
bottom,bottom
proposais,proposed
fêtards,revelers
intendance,stewardship
déportés,deportees
fêlée,cracked
remorquage,towing
brusquer,rush
piccolo,piccolo
armoiries,coat of arms
ammoniac,ammonia
cardiologie,cardiology
aliénation,alienation
inaperçus,unnoticed
hippo,hippo
honorons,let's honor
desséché,dried
trente-deux,thirty two
ricanement,sneer
helsinki,Helsinki
fission,fission
culturels,cultural
adjectif,adjective
flying,flying
duh,duh
submerger,overwhelm
gwendolyn,gwendolyn
reviens-tu,Do you come back
mcfarland,mcfarland
rajoutez,add
inédite,unpublished
fébrile,febrile
victimologie,victimology
fusillés,shot
musashi,musashi
aspirines,aspirins
calderon,calderon
3h00,3h00
déclara,declared
skies,skies
endo,endo
marierons,will marry
cosaque,Cossack
vengera,will avenge
colorée,colorful
mariano,mariano
chére,Dear
récuperer,retrieve
gourmande,greedy
continuerait,would continue
excitants,exciting
adélaïde,Adelaide
frappante,striking
poilues,hairy
villeneuve,Villeneuve
myung,myung
cardigan,cardigan
partirent,left
aout,august
rythmique,rhythmic
tanné,tanned
contrecœur,reluctance
beijing,Beijing
charter,charter
grossièrement,roughly
